"","run","year","fixed.maturity","habitat.struct","num.river.with.fish","total.count","habitat.K","p.filled"
"363",4,54,1,1,16,18370,52500,0.349904761904762
"364",4,55,1,1,0,19216,52500,0.366019047619048
"365",4,56,1,1,17,19216,52500,0.366019047619048
"366",4,57,1,1,0,20672,52500,0.393752380952381
"367",4,58,1,1,17,20672,52500,0.393752380952381
"368",4,59,1,1,0,21765,52500,0.414571428571429
"369",4,60,1,1,18,21765,52500,0.414571428571429
"370",4,61,1,1,0,22099,52500,0.420933333333333
"371",4,62,1,1,18,22099,52500,0.420933333333333
"372",4,63,1,1,0,23505,52500,0.447714285714286
"373",4,64,1,1,19,23505,52500,0.447714285714286
"374",4,65,1,1,0,22860,52500,0.435428571428571
"375",4,66,1,1,20,22860,52500,0.435428571428571
"376",4,67,1,1,0,24155,52500,0.460095238095238
"377",4,68,1,1,20,24155,52500,0.460095238095238
"378",4,69,1,1,0,25493,52500,0.485580952380952
"379",4,70,1,1,20,25493,52500,0.485580952380952
"380",4,71,1,1,0,27351,52500,0.520971428571429
"381",4,72,1,1,20,27351,52500,0.520971428571429
"382",4,73,1,1,0,26423,52500,0.503295238095238
"383",4,74,1,1,21,26423,52500,0.503295238095238
"384",4,75,1,1,0,29370,52500,0.559428571428571
"385",4,76,1,1,21,29370,52500,0.559428571428571
"386",4,77,1,1,0,30458,52500,0.580152380952381
"387",4,78,1,1,22,30458,52500,0.580152380952381
"388",4,79,1,1,0,30830,52500,0.587238095238095
"389",4,80,1,1,23,30830,52500,0.587238095238095
"390",4,81,1,1,0,29731,52500,0.566304761904762
"391",4,82,1,1,23,29731,52500,0.566304761904762
"392",4,83,1,1,0,29788,52500,0.567390476190476
"393",4,84,1,1,24,29788,52500,0.567390476190476
"394",4,85,1,1,0,31992,52500,0.609371428571429
"395",4,86,1,1,23,31992,52500,0.609371428571429
"396",4,87,1,1,0,33205,52500,0.632476190476191
"397",4,88,1,1,25,33205,52500,0.632476190476191
"398",4,89,1,1,0,32354,52500,0.616266666666667
"399",4,90,1,1,26,32354,52500,0.616266666666667
"400",4,91,1,1,0,34762,52500,0.662133333333333
"401",4,92,1,1,26,34762,52500,0.662133333333333
"402",4,93,1,1,0,34775,52500,0.662380952380952
"403",4,94,1,1,26,34775,52500,0.662380952380952
"404",4,95,1,1,0,35893,52500,0.68367619047619
"405",4,96,1,1,28,35893,52500,0.68367619047619
"406",4,97,1,1,0,36988,52500,0.704533333333333
"407",4,98,1,1,26,36988,52500,0.704533333333333
"408",4,99,1,1,0,38616,52500,0.735542857142857
"409",4,100,1,1,27,38616,52500,0.735542857142857
"410",4,101,1,1,0,38382,52500,0.731085714285714
"411",4,102,1,1,28,38382,52500,0.731085714285714
"412",4,103,1,1,0,38448,52500,0.732342857142857
"413",5,1,1,1,1,100,45000,0.00222222222222222
"414",5,2,1,1,5,100,45000,0.00222222222222222
"415",5,3,1,1,0,127,45000,0.00282222222222222
"416",5,4,1,1,3,127,45000,0.00282222222222222
"417",5,5,1,1,0,178,45000,0.00395555555555556
"418",5,6,1,1,5,178,45000,0.00395555555555556
"419",5,7,1,1,0,277,45000,0.00615555555555556
"420",5,8,1,1,4,277,45000,0.00615555555555556
"421",5,9,1,1,0,350,45000,0.00777777777777778
"422",5,10,1,1,5,350,45000,0.00777777777777778
"423",5,11,1,1,0,453,45000,0.0100666666666667
"424",5,12,1,1,5,453,45000,0.0100666666666667
"425",5,13,1,1,0,582,45000,0.0129333333333333
"426",5,14,1,1,5,582,45000,0.0129333333333333
"427",5,15,1,1,0,753,45000,0.0167333333333333
"428",5,16,1,1,6,753,45000,0.0167333333333333
"429",5,17,1,1,0,1094,45000,0.0243111111111111
"430",5,18,1,1,5,1094,45000,0.0243111111111111
"431",5,19,1,1,0,1553,45000,0.0345111111111111
"432",5,20,1,1,7,1553,45000,0.0345111111111111
"433",5,21,1,1,0,2202,45000,0.0489333333333333
"434",5,22,1,1,7,2202,45000,0.0489333333333333
"435",5,23,1,1,0,3035,45000,0.0674444444444444
"436",5,24,1,1,8,3035,45000,0.0674444444444444
"437",5,25,1,1,0,4181,45000,0.0929111111111111
"438",5,26,1,1,9,4181,45000,0.0929111111111111
"439",5,27,1,1,0,4831,45000,0.107355555555556
"440",5,28,1,1,9,4831,45000,0.107355555555556
"441",5,29,1,1,0,5184,45000,0.1152
"442",5,30,1,1,9,5184,45000,0.1152
"443",5,31,1,1,0,6176,45000,0.137244444444444
"444",5,32,1,1,10,6176,45000,0.137244444444444
"445",5,33,1,1,0,6063,45000,0.134733333333333
"446",5,34,1,1,10,6063,45000,0.134733333333333
"447",5,35,1,1,0,6133,45000,0.136288888888889
"448",5,36,1,1,11,6133,45000,0.136288888888889
"449",5,37,1,1,0,6103,45000,0.135622222222222
"450",5,38,1,1,10,6103,45000,0.135622222222222
"451",5,39,1,1,0,6931,45000,0.154022222222222
"452",5,40,1,1,12,6931,45000,0.154022222222222
"453",5,41,1,1,0,6940,45000,0.154222222222222
"454",5,42,1,1,11,6940,45000,0.154222222222222
"455",5,43,1,1,0,7978,45000,0.177288888888889
"456",5,44,1,1,13,7978,45000,0.177288888888889
"457",5,45,1,1,0,8617,45000,0.191488888888889
"458",5,46,1,1,13,8617,45000,0.191488888888889
"459",5,47,1,1,0,9594,45000,0.2132
"460",5,48,1,1,14,9594,45000,0.2132
"461",5,49,1,1,0,10642,45000,0.236488888888889
"462",5,50,1,1,14,10642,45000,0.236488888888889
"463",5,51,1,1,0,10859,45000,0.241311111111111
"464",5,52,1,1,13,10859,45000,0.241311111111111
"465",5,53,1,1,0,11177,45000,0.248377777777778
"466",5,54,1,1,14,11177,45000,0.248377777777778
"467",5,55,1,1,0,11202,45000,0.248933333333333
"468",5,56,1,1,15,11202,45000,0.248933333333333
"469",5,57,1,1,0,12235,45000,0.271888888888889
"470",5,58,1,1,16,12235,45000,0.271888888888889
"471",5,59,1,1,0,11584,45000,0.257422222222222
"472",5,60,1,1,16,11584,45000,0.257422222222222
"473",5,61,1,1,0,13068,45000,0.2904
"474",5,62,1,1,16,13068,45000,0.2904
"475",5,63,1,1,0,12686,45000,0.281911111111111
"476",5,64,1,1,17,12686,45000,0.281911111111111
"477",5,65,1,1,0,12873,45000,0.286066666666667
"478",5,66,1,1,16,12873,45000,0.286066666666667
"479",5,67,1,1,0,13684,45000,0.304088888888889
"480",5,68,1,1,18,13684,45000,0.304088888888889
"481",5,69,1,1,0,14088,45000,0.313066666666667
"482",5,70,1,1,18,14088,45000,0.313066666666667
"483",5,71,1,1,0,14671,45000,0.326022222222222
"484",5,72,1,1,18,14671,45000,0.326022222222222
"485",5,73,1,1,0,16137,45000,0.3586
"486",5,74,1,1,19,16137,45000,0.3586
"487",5,75,1,1,0,16356,45000,0.363466666666667
"488",5,76,1,1,19,16356,45000,0.363466666666667
"489",5,77,1,1,0,16905,45000,0.375666666666667
"490",5,78,1,1,19,16905,45000,0.375666666666667
"491",5,79,1,1,0,18673,45000,0.414955555555556
"492",5,80,1,1,20,18673,45000,0.414955555555556
"493",5,81,1,1,0,18948,45000,0.421066666666667
"494",5,82,1,1,22,18948,45000,0.421066666666667
"495",5,83,1,1,0,19506,45000,0.433466666666667
"496",5,84,1,1,22,19506,45000,0.433466666666667
"497",5,85,1,1,0,20996,45000,0.466577777777778
"498",5,86,1,1,22,20996,45000,0.466577777777778
"499",5,87,1,1,0,20918,45000,0.464844444444444
"500",5,88,1,1,23,20918,45000,0.464844444444444
"501",5,89,1,1,0,22724,45000,0.504977777777778
"502",5,90,1,1,23,22724,45000,0.504977777777778
"503",5,91,1,1,0,23482,45000,0.521822222222222
"504",5,92,1,1,24,23482,45000,0.521822222222222
"505",5,93,1,1,0,22645,45000,0.503222222222222
"506",5,94,1,1,24,22645,45000,0.503222222222222
"507",5,95,1,1,0,22960,45000,0.510222222222222
"508",5,96,1,1,25,22960,45000,0.510222222222222
"509",5,97,1,1,0,24461,45000,0.543577777777778
"510",5,98,1,1,24,24461,45000,0.543577777777778
"511",5,99,1,1,0,26092,45000,0.579822222222222
"512",5,100,1,1,26,26092,45000,0.579822222222222
"513",5,101,1,1,0,26228,45000,0.582844444444444
"514",5,102,1,1,26,26228,45000,0.582844444444444
